file_path,class,loc,interactivity_signals,estimated_effort_hours,notes
web/src/components/admin/shell/internal/messages/messages-shared.tsx,C,108,"custom-hooks:useScrollIntoViewWhenActive | browser:cancelAnimationFrame,requestAnimationFrame | jsx-nodes:7",0.00,"custom-hooks=useScrollIntoViewWhenActive; browser=cancelAnimationFrame,requestAnimationFrame"
web/src/components/admin/shell/internal/messages/shared/inbox-identity-1.tsx,C,685,"custom-hooks:useAdminShell,useFlagsSubscription,usePresence | events:12 | jsx-nodes:68",0.00,"custom-hooks=useAdminShell,useFlagsSubscription,usePresence"
web/src/components/admin/shell/internal/messages/shared/inbox-identity-2.tsx,C,51,events:1 | jsx-nodes:4,0.00,events=1
web/src/components/admin/shell/internal/messages/shared/inbox-layout-1.tsx,C,278,"custom-hooks:useResizableInboxLayout | events:6 | browser:document,localStorage,window | jsx-nodes:20",0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-1.tsx,A,259,jsx-nodes:1,0.25,admin-shell
web/src/components/admin/shell/internal/messages/shared/machinery-10.tsx,C,587,"react:useEffect,useState | custom-hooks:useAdminShell,useLiveLineupOverride | jsx-nodes:5",0.00,"react-hooks=useEffect,useState; custom-hooks=useAdminShell,useLiveLineupOverride"
web/src/components/admin/shell/internal/messages/shared/machinery-11.tsx,C,641,nav:useRouter | custom-hooks:useAdminShell | events:24 | jsx-nodes:78,0.00,heavy state (9 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-12.tsx,C,518,"react:useEffect,useState,useTransition | nav:useRouter | custom-hooks:useAdminShell,useRowOverrideSubscription | events:10 | browser:window | jsx-nodes:71",0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-13.tsx,C,572,events:6 | jsx-nodes:69,0.00,events=6
web/src/components/admin/shell/internal/messages/shared/machinery-14.tsx,C,695,nav:useRouter | custom-hooks:useAdminShell | events:17 | jsx-nodes:91,0.00,heavy state (7 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-15.tsx,C,695,nav:useRouter | custom-hooks:useAdminShell | events:11 | browser:window | jsx-nodes:73,0.00,nav-hooks=useRouter; custom-hooks=useAdminShell; browser=window
web/src/components/admin/shell/internal/messages/shared/machinery-16.tsx,C,678,"custom-hooks:useAdminShell,useMessageStashSubscription | events:13 | jsx-nodes:96",0.00,heavy state (6 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-2.tsx,C,565,custom-hooks:useAdminShell | events:4 | jsx-nodes:87,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/messages/shared/machinery-3.tsx,C,519,"custom-hooks:useAdminShell,useNotesSubscription,useOfferStashSubscription | events:9 | jsx-nodes:89",0.00,"custom-hooks=useAdminShell,useNotesSubscription,useOfferStashSubscription"
web/src/components/admin/shell/internal/messages/shared/machinery-4.tsx,C,408,"react:useEffect,useState | nav:useRouter | custom-hooks:useAdminShell | events:13 | jsx-nodes:43",0.00,heavy state (9 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-5.tsx,C,715,"custom-hooks:useAdminShell,useLiveLineupOverride,useNotesSubscription,useOfferStashSubscription | events:8 | jsx-nodes:126",0.00,"custom-hooks=useAdminShell,useLiveLineupOverride,useNotesSubscription,useOfferStashSubscription"
web/src/components/admin/shell/internal/messages/shared/machinery-6.tsx,C,698,custom-hooks:useAdminShell | events:21 | jsx-nodes:77,0.00,heavy state (6 useState)
web/src/components/admin/shell/internal/messages/shared/machinery-7.tsx,C,689,custom-hooks:useAdminShell | events:10 | jsx-nodes:124,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/messages/shared/machinery-8.tsx,C,677,nav:useRouter | custom-hooks:useAdminShell | events:29 | jsx-nodes:85,0.00,navigation hook + state/effect — route-aware interactive shell
web/src/components/admin/shell/internal/messages/shared/machinery-9.tsx,C,682,events:10 | jsx-nodes:74,0.00,events=10
web/src/components/admin/shell/internal/messages/talent-1.tsx,C,678,events:10 | jsx-nodes:95,0.00,events=10
web/src/components/admin/shell/internal/messages/talent-2.tsx,C,676,"nav:useRouter,useSearchParams | custom-hooks:useAdminShell | events:12 | jsx-nodes:45",0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/messages.tsx,A,74,jsx-nodes:3,0.25,admin-shell
web/src/components/admin/shell/internal/metrics-ribbon.tsx,A,186,jsx-nodes:8,0.25,admin-shell
web/src/components/admin/shell/internal/modern-features.tsx,C,457,"react:useEffect,useRef,useState | events:3 | browser:cancelAnimationFrame,localStorage,navigator,requestAnimationFrame,window | jsx-nodes:28",0.00,heavy state (5 useState)
web/src/components/admin/shell/internal/notifications-hub.tsx,C,504,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useDashboardText | events:16 | browser:localStorage,window | jsx-nodes:42",0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/page-modules/BillingPage.tsx,C,657,"react:useEffect,useState,useTransition | custom-hooks:useAdminShell | events:20 | browser:document | jsx-nodes:84",0.00,heavy state (7 useState)
web/src/components/admin/shell/internal/page-modules/CalendarPage.tsx,C,346,"react:useState,useTransition | nav:useRouter | custom-hooks:useAdminShell | events:16 | jsx-nodes:26",0.00,navigation hook + state/effect — route-aware interactive shell
web/src/components/admin/shell/internal/page-modules/ClientsPage.tsx,C,344,react:useState | custom-hooks:useAdminShell | events:16 | jsx-nodes:52,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/page-modules/ControlBar.tsx,C,358,"react:useEffect,useState | custom-hooks:useAdminShell | events:13 | browser:localStorage,window | jsx-nodes:24",0.00,"react-hooks=useEffect,useState; custom-hooks=useAdminShell; browser=localStorage,window"
web/src/components/admin/shell/internal/page-modules/IdentityBar-1.tsx,C,609,"react:useEffect,useState | custom-hooks:useAdminShell,useDashboardText | events:19 | browser:document | jsx-nodes:66",0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/page-modules/IdentityBar-2.tsx,C,395,"react:useEffect,useState | custom-hooks:useDashboardText | events:13 | browser:document,window | jsx-nodes:17",0.00,"react-hooks=useEffect,useState; custom-hooks=useDashboardText; browser=document,window"
web/src/components/admin/shell/internal/page-modules/InboxPage.tsx,C,621,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useKeyboardListNav,useQuickCreateActionsFiltered | events:19 | jsx-nodes:59",0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/page-modules/MobileBottomNav.tsx,C,376,"react:useRef,useState | custom-hooks:useAdminShell,useDashboardText,useRovingTabindex | events:5 | browser:window | jsx-nodes:32",0.00,"react-hooks=useRef,useState; custom-hooks=useAdminShell,useDashboardText,useRovingTabindex; browser=window"
web/src/components/admin/shell/internal/page-modules/OperationsPage.tsx,C,224,custom-hooks:useAdminShell | events:39 | jsx-nodes:149,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/page-modules/OverviewPage.tsx,C,774,custom-hooks:useAdminShell | events:38 | jsx-nodes:109,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/page-modules/PitchesPage-1.tsx,C,419,react:useState | nav:useRouter | custom-hooks:useAdminShell | events:15 | jsx-nodes:50,0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/page-modules/PitchesPage-2.tsx,C,518,"react:useEffect,useState | events:12 | browser:navigator | jsx-nodes:88",0.00,heavy state (9 useState)
web/src/components/admin/shell/internal/page-modules/SitePage.tsx,C,491,custom-hooks:useAdminShell | events:38 | jsx-nodes:72,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/page-modules/SurfaceRouter.tsx,C,259,"react:useEffect,useRef,useState | custom-hooks:useAdminShell | events:3 | browser:sessionStorage,window | jsx-nodes:24",0.00,"react-hooks=useEffect,useRef,useState; custom-hooks=useAdminShell; browser=sessionStorage,window"
web/src/components/admin/shell/internal/page-modules/TalentPage-1.tsx,C,783,react:useState | nav:useRouter | custom-hooks:useAdminShell | events:42 | jsx-nodes:51,0.00,heavy state (10 useState)
web/src/components/admin/shell/internal/page-modules/TalentPage-2.tsx,C,752,react:useState | custom-hooks:useAdminShell | events:18 | jsx-nodes:63,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/page-modules/TalentPage-3.tsx,C,562,react:useState | custom-hooks:useAdminShell | events:15 | jsx-nodes:52,0.00,react-hooks=useState; custom-hooks=useAdminShell
web/src/components/admin/shell/internal/page-modules/WebsitePage-1.tsx,C,617,"react:useEffect,useState,useTransition | nav:useRouter | jsx-nodes:1",0.00,"react-hooks=useEffect,useState,useTransition; nav-hooks=useRouter"
web/src/components/admin/shell/internal/page-modules/WebsitePage-2.tsx,C,253,react:useState | events:5 | jsx-nodes:97,0.00,react-hooks=useState
web/src/components/admin/shell/internal/page-modules/WorkPage.tsx,C,600,react:useState | custom-hooks:useAdminShell | events:17 | jsx-nodes:75,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/page-modules/WorkspacePageView.tsx,C,839,"react:useEffect,useState | custom-hooks:useAdminShell | events:47 | jsx-nodes:269",0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/page-modules/WorkspaceShell.tsx,C,352,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useKeyboardLayer,useRovingTabindex | events:13 | browser:window | jsx-nodes:42",0.00,"react-hooks=useEffect,useRef,useState; custom-hooks=useAdminShell,useKeyboardLayer,useRovingTabindex; browser=window"
web/src/components/admin/shell/internal/page-modules/WorkspaceTopbar.tsx,C,657,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useDashboardText,useQuickCreateActionsFiltered,useQuickCreateItems,useRovingTabindex | events:18 | browser:window | jsx-nodes:46",0.00,"react-hooks=useEffect,useRef,useState; custom-hooks=useAdminShell,useDashboardText,useQuickCreateActionsFiltered,useQuickCreateItems,...; browser=window"
web/src/components/admin/shell/internal/page-modules/pages-dynamic.tsx,A,9,jsx-nodes:0,0.25,admin-shell; no JSX — pure module export
web/src/components/admin/shell/internal/page-modules/pages-shared.tsx,C,360,events:7 | jsx-nodes:29,0.00,events=7
web/src/components/admin/shell/internal/pages.tsx,A,17,jsx-nodes:0,0.25,admin-shell; no JSX — pure module export
web/src/components/admin/shell/internal/palette.tsx,C,580,"react:useEffect,useRef,useState | custom-hooks:useAdminShell | events:8 | browser:localStorage,navigator,requestAnimationFrame,window | jsx-nodes:30",0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/phase7-drawers.tsx,C,687,events:14 | jsx-nodes:72,0.00,heavy state (13 useState)
web/src/components/admin/shell/internal/pitch-compose.tsx,C,1487,"react:useRef,useState | libs:@dnd-kit/core,@dnd-kit/sortable,@dnd-kit/utilities | events:3 | jsx-nodes:15",0.00,"client-only library: @dnd-kit/core,@dnd-kit/sortable,@dnd-kit/utilities"
web/src/components/admin/shell/internal/platform.tsx,C,2385,"react:useEffect,useState | custom-hooks:useAdminShell | events:88 | browser:window | jsx-nodes:359",0.00,large file (2385 LOC) — too coarse for island extraction
web/src/components/admin/shell/internal/primitives.tsx,C,8856,"react:useContext,useEffect,useRef,useState | react-primitives:createContext | custom-hooks:useAdminShell,useDashboardText,useFab,useFeatureFlag,useOnlineStatus,useReducedMotion,useRovingTabindex,useStaleDetection,useViewport,useWorkspaceFieldOverrideSubscription | events:197 | browser:MutationObserver,cancelAnimationFrame,document,localStorage,matchMedia,navigator,requestAnimationFrame,window | jsx-nodes:699",0.00,heavy state (38 useState)
web/src/components/admin/shell/internal/profile-store.ts,C,231,"react:useEffect,useState,useSyncExternalStore | custom-hooks:useProfileDraft | browser:navigator,sessionStorage,window | jsx-nodes:6",0.00,"react-hooks=useEffect,useState,useSyncExternalStore; custom-hooks=useProfileDraft; browser=navigator,sessionStorage,window"
web/src/components/admin/shell/internal/skill-add-search.tsx,C,745,"react:useEffect,useRef,useState | custom-hooks:useDashboardText | events:17 | browser:window | jsx-nodes:55",0.00,heavy state (15 useState)
web/src/components/admin/shell/internal/skill-aspirations.tsx,C,468,"react:useEffect,useState | custom-hooks:useDashboardText | events:12 | jsx-nodes:31",0.00,heavy state (10 useState)
web/src/components/admin/shell/internal/skill-discovery-panel.tsx,C,477,custom-hooks:useAdminShell | events:10 | jsx-nodes:41,0.00,heavy state (11 useState)
web/src/components/admin/shell/internal/skill-freshness-banner.tsx,C,532,events:6 | jsx-nodes:28,0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/skill-hints-banner.tsx,C,360,events:4 | jsx-nodes:20,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/skill-overrides-panel.tsx,C,678,events:9 | jsx-nodes:43,0.00,heavy state (9 useState)
web/src/components/admin/shell/internal/skill-proficiency.tsx,C,209,react:useState | custom-hooks:useDashboardText | events:3 | jsx-nodes:10,0.00,react-hooks=useState; custom-hooks=useDashboardText
web/src/components/admin/shell/internal/skill-row.tsx,C,355,custom-hooks:useDashboardText | events:11 | jsx-nodes:25,0.00,custom-hooks=useDashboardText
web/src/components/admin/shell/internal/skill-slot-panel.tsx,C,772,"react:useEffect,useRef,useState | custom-hooks:useDashboardText | events:17 | jsx-nodes:24",0.00,heavy state (7 useState)
web/src/components/admin/shell/internal/skill-verify-dialog.tsx,C,265,react:useState | custom-hooks:useDashboardText | events:7 | jsx-nodes:22,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/state/context.tsx,C,1847,"react:useContext,useEffect,useRef,useState | react-primitives:createContext | nav:useRouter | custom-hooks:useAdminShell | browser:document,localStorage,matchMedia,window | jsx-nodes:39",0.00,heavy state (12 useState)
web/src/components/admin/shell/internal/state/drawer-ids.ts,A,311,jsx-nodes:1,0.25,admin-shell
web/src/components/admin/shell/internal/state/fixtures.ts,C,4789,"react:useEffect,useState | custom-hooks:usePendingReviewSubscription,useProfileOverrideSubscription | jsx-nodes:12",0.00,large file (4789 LOC) — too coarse for island extraction
web/src/components/admin/shell/internal/state/types.ts,A,2594,jsx-nodes:9,0.25,admin-shell
web/src/components/admin/shell/internal/state.tsx,A,31,jsx-nodes:0,0.25,admin-shell; no JSX — pure module export
web/src/components/admin/shell/internal/talent/pages/ActivityPage.tsx,C,669,react:useState | custom-hooks:useAdminShell | events:11 | jsx-nodes:68,0.00,heavy state (5 useState)
web/src/components/admin/shell/internal/talent/pages/AgenciesPage.tsx,C,186,custom-hooks:useAdminShell | events:3 | jsx-nodes:24,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/pages/CalendarPage.tsx,C,758,"react:useState,useTransition | nav:useRouter | custom-hooks:useAdminShell,useTalentConversations | events:19 | jsx-nodes:53",0.00,heavy state (9 useState)
web/src/components/admin/shell/internal/talent/pages/InboxPage.tsx,C,303,react:useState | custom-hooks:useAdminShell | events:9 | jsx-nodes:20,0.00,heavy state (5 useState)
web/src/components/admin/shell/internal/talent/pages/MyProfilePage.tsx,C,342,"react:useState | custom-hooks:useAdminShell,usePendingReviewSubscription,useProfileOverrideSubscription | events:6 | browser:window | jsx-nodes:41",0.00,"react-hooks=useState; custom-hooks=useAdminShell,usePendingReviewSubscription,useProfileOverrideSubscription; browser=window"
web/src/components/admin/shell/internal/talent/pages/PublicPageEditor.tsx,C,332,react:useState | custom-hooks:useAdminShell | events:5 | jsx-nodes:52,0.00,react-hooks=useState; custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/pages/ReachPage.tsx,C,354,react:useState | custom-hooks:useAdminShell | events:18 | jsx-nodes:38,0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/talent/pages/SettingsPage.tsx,C,255,custom-hooks:useAdminShell | events:18 | jsx-nodes:47,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/pages/TodayPage.tsx,C,478,"react:useState | custom-hooks:useAdminShell,useTalentConversations | events:23 | jsx-nodes:32",0.00,"react-hooks=useState; custom-hooks=useAdminShell,useTalentConversations"
web/src/components/admin/shell/internal/talent/pages/messages/Bubbles.tsx,C,602,"react:useEffect,useRef,useState | events:29 | browser:cancelAnimationFrame,document,navigator,requestAnimationFrame,window | jsx-nodes:56",0.00,heavy state (7 useState)
web/src/components/admin/shell/internal/talent/pages/messages/Bubbles2.tsx,C,498,react:useState | jsx-nodes:15,0.00,react-hooks=useState
web/src/components/admin/shell/internal/talent/pages/messages/Composer.tsx,C,419,react:useState | events:14 | jsx-nodes:29,0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/talent/pages/messages/MessagesPage.tsx,C,520,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useKeyboardInset | events:24 | browser:document,window | jsx-nodes:45",0.00,heavy state (7 useState)
web/src/components/admin/shell/internal/talent/pages/messages/ThreadParts.tsx,C,503,react:useState | events:5 | jsx-nodes:39,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/talent/pages/messages/ThreadSidebar.tsx,C,592,"react:useEffect,useRef,useState | custom-hooks:useAdminShell | events:17 | browser:document,window | jsx-nodes:44",0.00,"react-hooks=useEffect,useRef,useState; custom-hooks=useAdminShell; browser=document,window"
web/src/components/admin/shell/internal/talent/shared/calendar-1.tsx,C,598,custom-hooks:useAdminShell | events:3 | jsx-nodes:60,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/shared/calendar-2.tsx,C,571,custom-hooks:useAdminShell | events:12 | jsx-nodes:46,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/shared/calendar-3.tsx,C,593,events:12 | jsx-nodes:49,0.00,events=12
web/src/components/admin/shell/internal/talent/shared/calendar-4.tsx,C,319,react:useState | events:4 | jsx-nodes:32,0.00,react-hooks=useState
web/src/components/admin/shell/internal/talent/shared/client-conversations-1.tsx,A,365,jsx-nodes:1,0.25,admin-shell
web/src/components/admin/shell/internal/talent/shared/client-conversations-2.tsx,A,284,jsx-nodes:1,0.25,admin-shell
web/src/components/admin/shell/internal/talent/shared/client-threads-1.tsx,C,545,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useIsPhone,useKeyboardInset,useTalentConversations | events:15 | browser:document,matchMedia,window | jsx-nodes:40",0.00,heavy state (4 useState)
web/src/components/admin/shell/internal/talent/shared/client-threads-2.tsx,C,612,react:useState | custom-hooks:useAdminShell | events:13 | jsx-nodes:64,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/talent/shared/conversation-adapter-1.tsx,C,300,"custom-hooks:useAdminShell,useTalentConversations | events:4 | jsx-nodes:25",0.00,"custom-hooks=useAdminShell,useTalentConversations"
web/src/components/admin/shell/internal/talent/shared/conversations-1.tsx,A,523,jsx-nodes:0,0.25,admin-shell; no JSX — pure module export
web/src/components/admin/shell/internal/talent/shared/earnings-tile-1.tsx,C,252,react:useState | custom-hooks:useTalentConversations | events:3 | jsx-nodes:35,0.00,react-hooks=useState; custom-hooks=useTalentConversations
web/src/components/admin/shell/internal/talent/shared/inquiry-bridge-1.tsx,C,46,events:1 | jsx-nodes:0,0.00,events=1
web/src/components/admin/shell/internal/talent/shared/page-chrome-1.tsx,A,93,jsx-nodes:9,0.25,admin-shell
web/src/components/admin/shell/internal/talent/shared/profile-1.tsx,C,272,react:useState | events:2 | jsx-nodes:23,0.00,react-hooks=useState
web/src/components/admin/shell/internal/talent/shared/profile-sections-1.tsx,C,503,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useProfileOverrideSubscription | events:6 | jsx-nodes:57",0.00,"react-hooks=useEffect,useRef,useState; custom-hooks=useAdminShell,useProfileOverrideSubscription"
web/src/components/admin/shell/internal/talent/shared/profile-sections-2.tsx,C,587,custom-hooks:useAdminShell | events:9 | jsx-nodes:71,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/shared/profile-sections-3.tsx,A,140,jsx-nodes:14,0.25,admin-shell
web/src/components/admin/shell/internal/talent/shared/settings-1.tsx,C,150,custom-hooks:useAdminShell | events:3 | jsx-nodes:12,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/shared/today-1.tsx,C,600,custom-hooks:useAdminShell | events:11 | jsx-nodes:49,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/shared/today-2.tsx,C,593,react:useState | events:17 | jsx-nodes:40,0.00,react-hooks=useState
web/src/components/admin/shell/internal/talent/shared/today-3.tsx,C,610,react:useState | custom-hooks:useAdminShell | events:15 | jsx-nodes:53,0.00,heavy state (3 useState)
web/src/components/admin/shell/internal/talent/shared/today-4.tsx,C,81,custom-hooks:useAdminShell | events:3 | jsx-nodes:12,0.00,custom-hooks=useAdminShell
web/src/components/admin/shell/internal/talent/shared/week-rhythm-1.tsx,C,206,"custom-hooks:useAdminShell,useTalentConversations | events:1 | jsx-nodes:15",0.00,"custom-hooks=useAdminShell,useTalentConversations"
web/src/components/admin/shell/internal/talent-drawers.tsx,C,7001,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useDashboardText | events:189 | browser:navigator | jsx-nodes:826",0.00,heavy state (56 useState)
web/src/components/admin/shell/internal/talent.tsx,C,276,"react:useRef | custom-hooks:useAdminShell,useRovingTabindex | events:3 | jsx-nodes:12",0.00,"react-hooks=useRef; custom-hooks=useAdminShell,useRovingTabindex"
web/src/components/admin/shell/internal/use-taxonomy.ts,C,265,"react:useEffect,useState | custom-hooks:useLiveTaxonomy | jsx-nodes:4",0.00,"react-hooks=useEffect,useState; custom-hooks=useLiveTaxonomy"
web/src/components/admin/shell/internal/wave2.tsx,C,4986,"custom-hooks:useAdminShell | events:88 | browser:document,localStorage,navigator,window | jsx-nodes:389",0.00,heavy state (38 useState)
web/src/components/admin/shell/internal/workspace.tsx,C,3839,"react:useEffect,useRef,useState | custom-hooks:useAdminShell,useKeyboardLayer,useViewport | events:62 | browser:localStorage,matchMedia,window | jsx-nodes:445",0.00,heavy state (27 useState)
web/src/components/admin/site-control-center/global-upgrade-modal.tsx,C,57,"custom-hooks:useAdminWorkspace,useQueuedRouterRefresh,useUpgradeModal | libs:sonner | events:2 | jsx-nodes:1",0.00,client-only library: sonner
web/src/components/admin/site-control-center/plan-tier-toggle.tsx,C,71,nav:useSearchParams | jsx-nodes:4,0.00,nav-hooks=useSearchParams
web/src/components/admin/site-control-center/site-card.tsx,B,117,events:1 | jsx-nodes:11,5.17,static JSX wrapper with 1 small handler(s) (density 0.09)
web/src/components/admin/site-control-center/site-drawer-content.tsx,C,480,events:4 | jsx-nodes:147,0.00,events=4
web/src/components/admin/site-control-center/site-shell.tsx,C,359,custom-hooks:useUpgradeModal | events:4 | jsx-nodes:33,0.00,heavy state (3 useState)
web/src/components/admin/site-control-center/upgrade-context.tsx,C,45,custom-hooks:useUpgradeModal | jsx-nodes:2,0.00,custom-hooks=useUpgradeModal
web/src/components/admin/site-control-center/upgrade-modal.tsx,C,422,events:4 | browser:window | jsx-nodes:43,0.00,events=4; browser=window
web/src/components/admin/site-settings-section-nav.tsx,C,87,nav:usePathname | jsx-nodes:1,0.00,nav-hooks=usePathname
web/src/components/admin/workspace-context.tsx,C,63,"custom-hooks:useAdminWorkspace,useWorkspacePlan | jsx-nodes:2",0.00,"custom-hooks=useAdminWorkspace,useWorkspacePlan"
web/src/components/ai/ai-action-button.tsx,A,23,jsx-nodes:3,0.25,pure presentational
web/src/components/ai/ai-compare-table.tsx,A,42,jsx-nodes:9,0.25,pure presentational
web/src/components/ai/ai-drawer.tsx,B,43,events:1 | jsx-nodes:6,4.43,static JSX wrapper with 1 small handler(s) (density 0.17)
web/src/components/ai/ai-empty-state.tsx,A,33,jsx-nodes:3,0.25,pure presentational
web/src/components/ai/ai-error-boundary.tsx,A,46,jsx-nodes:2,0.25,pure presentational
web/src/components/ai/ai-inline-assistant.tsx,C,47,react:useState | events:1 | jsx-nodes:6,0.00,react-hooks=useState
web/src/components/ai/ai-loading.tsx,A,41,jsx-nodes:5,0.25,pure presentational
web/src/components/ai/ai-match-explanation.tsx,A,42,jsx-nodes:4,0.25,pure presentational
web/src/components/ai/ai-panel.tsx,A,51,jsx-nodes:4,0.25,pure presentational
web/src/components/ai/ai-suggestion-chips.tsx,C,41,events:1 | jsx-nodes:2,0.00,events=1
web/src/components/ai/ai-workspace-card.tsx,A,50,jsx-nodes:5,0.25,pure presentational
web/src/components/analytics/analytics-consent-banner.tsx,C,133,"react:useEffect,useState | nav:usePathname | events:3 | browser:localStorage,sessionStorage,window | jsx-nodes:9",0.00,heavy state (3 useState)
web/src/components/analytics/client-speed-insights.tsx,C,20,"react:useEffect,useState | jsx-nodes:1",0.00,"react-hooks=useEffect,useState"
web/src/components/analytics/directory-analytics-mount.tsx,C,23,react:useEffect | jsx-nodes:0,0.00,react-hooks=useEffect
web/src/components/analytics/profile-view-analytics.tsx,C,26,react:useEffect | jsx-nodes:0,0.00,react-hooks=useEffect
web/src/components/auth/google-auth-button.tsx,C,144,"react:useEffect,useRef,useState | nav:useRouter | events:1 | browser:window | jsx-nodes:7",0.00,navigation hook + state/effect — route-aware interactive shell
web/src/components/chat-cards/ChatCard.tsx,C,425,events:6 | jsx-nodes:35,0.00,events=6
web/src/components/chat-cards/PayNowSheet.tsx,C,165,"react:useState,useTransition | events:3 | browser:window | jsx-nodes:13",0.00,"react-hooks=useState,useTransition; browser=window"
web/src/components/chat-interactions/MessageReactions.tsx,C,245,react:useState | events:11 | jsx-nodes:17,0.00,react-hooks=useState
web/src/components/chat-interactions/OverflowMenu.tsx,C,199,"react:useEffect,useRef,useState | events:6 | browser:document | jsx-nodes:14",0.00,"react-hooks=useEffect,useRef,useState; browser=document"
web/src/components/chat-interactions/ReplyToMessage.tsx,C,296,events:8 | jsx-nodes:32,0.00,events=8
web/src/components/chat-interactions/StarButton.tsx,C,102,"react:useState,useTransition | events:3 | jsx-nodes:3",0.00,"react-hooks=useState,useTransition"
web/src/components/client/merge-guest-favorites.tsx,C,24,"react:useEffect,useRef | nav:useRouter | jsx-nodes:0",0.00,navigation hook + state/effect — route-aware interactive shell
web/src/components/cms/cms-page-revisions-panel.tsx,C,107,"react:useState,useTransition | events:1 | jsx-nodes:13",0.00,"react-hooks=useState,useTransition"
web/src/components/cms/cms-post-revisions-panel.tsx,C,107,"react:useState,useTransition | events:1 | jsx-nodes:13",0.00,"react-hooks=useState,useTransition"
web/src/components/coord-request/CoordRequestSheet.tsx,C,235,"react:useState,useTransition | events:6 | jsx-nodes:14",0.00,heavy state (3 useState)
web/src/components/csp-violation-reporter.tsx,C,34,react:useEffect | browser:document | jsx-nodes:0,0.00,react-hooks=useEffect; browser=document
web/src/components/dashboard/dashboard-edit-panel.tsx,C,156,custom-hooks:useDashboardPortalThemeClass | events:1 | browser:document | jsx-nodes:16,0.00,custom-hooks=useDashboardPortalThemeClass; browser=document
web/src/components/dashboard/dashboard-mobile-menu.tsx,A,130,jsx-nodes:29,0.25,pure presentational
web/src/components/dashboard/dashboard-nav-links.tsx,C,318,"react:useLayoutEffect,useRef | nav:usePathname,useSearchParams | jsx-nodes:47",0.00,useReducer/useLayoutEffect — stateful boundary
web/src/components/dashboard/dashboard-segmented-nav.tsx,A,46,jsx-nodes:3,0.25,pure presentational
web/src/components/dashboard-locale-toggle.tsx,C,101,"react:useEffect,useState | events:2 | browser:document,window | jsx-nodes:5",0.00,"react-hooks=useEffect,useState; browser=document,window"
web/src/components/details-tab/DetailsTab.tsx,C,900,react:useState | jsx-nodes:58,0.00,react-hooks=useState
web/src/components/details-tab/DetailsTabContainer.tsx,C,61,"react:useEffect,useState | jsx-nodes:4",0.00,heavy state (3 useState)
web/src/components/directory/directory-ai-strip.tsx,A,23,jsx-nodes:3,0.25,pure presentational
web/src/components/directory/directory-discovery-header-actions.tsx,C,114,"react:useEffect,useState | custom-hooks:useDirectoryInquiryModal,usePublicDiscoveryState | events:2 | browser:window | jsx-nodes:14",0.00,"react-hooks=useEffect,useState; custom-hooks=useDirectoryInquiryModal,usePublicDiscoveryState; browser=window"
